lead_id,source,campaign,region,role,prior_course_interest,page_views,last_touch_days,recency_days,email_opens,webinar_attended,form_submissions,prior_purchases,region_engagement_score,time_spent_minutes,label_conversion,label_class
LEAD-101182,Organic,Spring2025,Asia,Manager,Leadership; Machine Learning; Marketing,29,8,28,2,Yes,0,1,63.3,127,0,Cold
LEAD-100562,Facebook,Summer2025,Asia,Analyst,Data Science; Machine Learning; Strategy,25,10,24,7,Yes,2,1,54.97,30,1,Cold
LEAD-100824,Organic,Webinar2025,Australia,Director,Strategy,21,10,25,0,No,0,0,39.14,58,0,Hot
LEAD-100031,LinkedIn,Summer2025,Australia,Analyst,Machine Learning; Leadership; Marketing,28,8,27,9,Yes,0,1,91.3,270,1,Hot
LEAD-100456,Google Ads,Spring2025,North America,Director,Marketing,21,2,5,3,No,2,0,49.81,139,1,Hot
LEAD-100754,Organic,Summer2025,Australia,Manager,Leadership,28,6,21,8,Yes,0,1,72.92,266,1,Hot
LEAD-100841,Google Ads,Spring2025,North America,Manager,Data Science; Machine Learning,26,16,1,1,Yes,3,1,48.57,273,0,Hot
LEAD-100737,LinkedIn,Webinar2025,North America,Intern,Data Science; Strategy,37,2,20,10,No,5,0,79.29,246,1,Hot
LEAD-100376,Referral,Webinar2025,North America,Director,Machine Learning; Strategy,19,5,25,1,Yes,2,3,83.1,229,1,Hot
LEAD-100369,Organic,Webinar2025,Australia,VP,Leadership; Marketing,23,5,15,8,No,0,3,84.31,258,1,Warm
LEAD-101050,Referral,Webinar2025,North America,Manager,Marketing,10,20,14,0,No,3,1,27.53,244,0,Cold
LEAD-101811,Organic,Spring2025,Europe,Analyst,Marketing,28,14,11,5,No,1,1,39.74,117,0,Warm
LEAD-101652,Referral,Spring2025,Asia,Director,Data Science; Machine Learning,27,19,14,3,No,5,0,20.57,236,0,Cold
LEAD-100574,Organic,Summer2025,Asia,Director,Machine Learning; Leadership; Data Science,27,10,12,13,No,3,1,80.71,103,1,Hot
LEAD-101121,Facebook,Spring2025,Asia,Intern,Strategy; Marketing; Machine Learning,17,6,4,0,No,1,0,48.82,199,0,Cold
LEAD-100248,Facebook,Webinar2025,Europe,Intern,Marketing; Data Science; Leadership,25,9,3,6,No,0,2,67.23,119,1,Warm
LEAD-101767,LinkedIn,Summer2025,Europe,Manager,Data Science; Strategy; Leadership,24,17,24,8,No,4,1,40.48,71,0,Hot
LEAD-101958,Facebook,Webinar2025,North America,Intern,Data Science; Marketing; Leadership,13,6,16,5,Yes,0,0,76.14,165,0,Cold
LEAD-101703,Organic,Summer2025,North America,Manager,Data Science; Leadership; Machine Learning,19,16,19,2,Yes,5,0,49.94,74,0,Warm
LEAD-100956,Referral,Webinar2025,Europe,Analyst,Leadership,8,9,16,0,No,4,1,56.41,271,0,Warm
LEAD-101764,LinkedIn,Spring2025,Europe,VP,Strategy; Leadership; Machine Learning,10,17,12,7,Yes,2,0,59.35,110,0,Warm
LEAD-100770,LinkedIn,Spring2025,North America,Manager,Machine Learning; Leadership,37,8,5,9,No,1,2,74.13,5,1,Hot
LEAD-100128,LinkedIn,Spring2025,Europe,Intern,Machine Learning; Marketing; Strategy,17,7,1,6,Yes,4,1,75.31,49,1,Warm
LEAD-101753,LinkedIn,Webinar2025,Europe,Manager,Marketing; Strategy; Data Science,10,15,0,6,Yes,0,1,35.8,232,0,Hot
LEAD-100061,Organic,Webinar2025,North America,Analyst,Marketing; Machine Learning; Data Science,36,0,12,11,Yes,0,1,65.02,16,1,Cold
LEAD-101061,LinkedIn,Summer2025,Asia,Intern,Machine Learning,23,10,17,0,No,3,1,72.19,294,0,Cold
LEAD-101456,LinkedIn,Webinar2025,Europe,Manager,Machine Learning; Data Science,6,19,20,3,No,2,1,55.67,284,0,Cold
LEAD-101291,LinkedIn,Webinar2025,Australia,Intern,Marketing; Data Science; Leadership,12,5,2,-1,Yes,4,1,67.77,247,0,Hot
LEAD-100498,Organic,Webinar2025,Asia,VP,Machine Learning; Leadership,23,3,19,9,Yes,3,0,58.84,202,1,Hot
LEAD-100528,Google Ads,Summer2025,Asia,Analyst,Machine Learning; Leadership; Data Science,24,5,29,7,No,0,2,75.81,27,1,Warm
LEAD-101153,LinkedIn,Webinar2025,North America,VP,Leadership; Data Science; Strategy,22,16,15,3,Yes,3,1,39.66,275,0,Warm
LEAD-100307,Facebook,Spring2025,North America,VP,Marketing; Leadership,17,8,16,10,No,5,0,76.01,138,1,Cold
LEAD-100378,LinkedIn,Webinar2025,Asia,VP,Machine Learning; Leadership; Data Science,28,9,18,4,Yes,3,1,59.99,52,1,Warm
LEAD-100013,Referral,Spring2025,Australia,Intern,Strategy; Machine Learning,30,7,19,7,Yes,0,2,61.24,191,1,Hot
LEAD-101894,Referral,Spring2025,Europe,Intern,Data Science; Strategy,16,16,5,5,Yes,5,0,35.11,133,0,Hot
LEAD-101434,Facebook,Spring2025,Australia,Analyst,Marketing; Machine Learning; Data Science,23,19,30,7,No,0,0,55.0,207,0,Hot
LEAD-100616,LinkedIn,Webinar2025,Europe,Analyst,Marketing,26,1,17,4,No,3,3,62.46,145,1,Warm
LEAD-101855,Facebook,Webinar2025,Australia,Intern,Data Science; Machine Learning; Leadership,25,12,22,7,Yes,3,0,47.43,76,0,Hot
LEAD-101038,Referral,Summer2025,North America,VP,Marketing; Machine Learning; Leadership,17,10,15,2,Yes,5,0,25.46,57,0,Cold
LEAD-101319,Referral,Webinar2025,Australia,Intern,Leadership; Strategy; Machine Learning,19,17,29,2,Yes,1,1,54.73,89,0,Cold
LEAD-100583,Referral,Webinar2025,Europe,Analyst,Leadership,22,2,2,11,No,0,1,97.74,72,1,Hot
LEAD-100432,LinkedIn,Spring2025,North America,VP,Marketing; Machine Learning; Leadership,29,6,26,11,Yes,0,3,71.62,141,1,Hot
LEAD-101056,Referral,Webinar2025,North America,Director,Data Science; Marketing; Leadership,8,18,18,0,No,4,1,61.11,134,0,Warm
LEAD-100539,LinkedIn,Webinar2025,Australia,VP,Marketing,17,2,9,9,Yes,2,3,48.28,45,1,Warm
LEAD-101741,Facebook,Spring2025,Europe,Intern,Data Science; Strategy; Machine Learning,26,15,18,7,Yes,5,0,56.37,118,0,Warm
LEAD-100428,Google Ads,Spring2025,Asia,Intern,Leadership,33,4,22,9,No,0,0,84.29,209,1,Hot
LEAD-101352,Facebook,Webinar2025,Asia,Director,Data Science; Machine Learning,17,12,1,6,No,2,0,46.3,168,0,Cold
LEAD-100730,LinkedIn,Webinar2025,Asia,Director,Marketing,21,10,4,8,No,0,1,83.09,142,1,Hot
LEAD-101623,LinkedIn,Spring2025,Europe,VP,Machine Learning; Data Science,21,14,2,7,No,3,1,37.3,187,0,Cold
LEAD-100227,LinkedIn,Spring2025,Australia,VP,Leadership; Marketing,23,10,6,6,No,4,2,51.23,193,1,Warm
LEAD-101166,Organic,Webinar2025,North America,Manager,Leadership; Machine Learning,12,16,2,8,Yes,2,0,31.15,130,0,Hot
LEAD-101659,Google Ads,Webinar2025,Europe,Analyst,Data Science; Leadership; Strategy,1,17,20,2,Yes,1,0,59.47,62,0,Cold
LEAD-100429,Google Ads,Spring2025,North America,Analyst,Strategy; Machine Learning,17,9,5,4,No,2,1,59.77,211,1,Warm
LEAD-100253,Organic,Webinar2025,Asia,Manager,Strategy,19,2,19,7,Yes,0,2,101.4,146,1,Warm
LEAD-101515,Organic,Summer2025,Europe,Analyst,Marketing,27,12,12,0,Yes,4,0,54.78,295,0,Hot
LEAD-101071,Facebook,Spring2025,Australia,Manager,Leadership; Data Science; Strategy,11,14,24,6,No,2,1,21.75,136,0,Warm
LEAD-100725,LinkedIn,Summer2025,Australia,Director,Leadership,23,4,27,9,Yes,0,3,103.47,57,1,Warm
LEAD-101545,Facebook,Webinar2025,North America,Intern,Strategy; Marketing,11,20,2,0,Yes,2,0,30.71,102,0,Cold
LEAD-100755,Google Ads,Summer2025,Australia,Director,Machine Learning; Marketing; Data Science,27,7,1,5,No,5,1,65.54,131,1,Hot
LEAD-101431,Organic,Spring2025,Asia,Intern,Machine Learning; Leadership; Data Science,30,5,8,4,No,0,1,40.2,240,0,Cold
LEAD-101618,LinkedIn,Summer2025,Asia,Intern,Leadership; Strategy; Machine Learning,27,18,30,2,Yes,4,0,42.77,273,0,Warm
LEAD-101316,Facebook,Summer2025,Asia,Director,Data Science; Machine Learning,10,7,21,9,Yes,1,1,34.12,64,0,Cold
LEAD-100410,Organic,Summer2025,Australia,Director,Strategy,12,0,9,5,No,0,3,68.07,143,1,Warm
LEAD-100819,Google Ads,Spring2025,North America,Intern,Marketing; Leadership,5,12,21,1,Yes,1,1,37.78,15,0,Cold
LEAD-100648,Facebook,Spring2025,North America,Manager,Strategy; Data Science,31,1,15,6,No,3,3,54.18,109,1,Warm
LEAD-101419,LinkedIn,Spring2025,Asia,Analyst,Machine Learning; Data Science; Leadership,15,11,30,2,No,2,0,70.5,166,0,Cold
LEAD-100346,LinkedIn,Webinar2025,Australia,VP,Data Science; Strategy,28,6,10,2,Yes,3,1,86.4,288,1,Cold
LEAD-101188,Facebook,Summer2025,Europe,Director,Data Science; Marketing; Leadership,12,13,30,0,Yes,2,1,51.54,156,0,Cold
LEAD-101766,Organic,Summer2025,Asia,Director,Data Science; Leadership,11,17,21,1,No,0,0,42.04,191,0,Hot
LEAD-100619,Organic,Summer2025,Asia,Manager,Leadership; Strategy; Data Science,16,7,18,11,No,5,1,77.69,241,1,Hot
LEAD-100855,Facebook,Spring2025,Asia,Intern,Marketing; Data Science,5,16,8,0,No,2,1,33.31,87,0,Warm
LEAD-100472,Referral,Webinar2025,Australia,VP,Leadership; Strategy,41,7,25,9,Yes,0,2,71.7,189,1,Hot
LEAD-100386,Organic,Spring2025,North America,Director,Strategy; Machine Learning,17,1,3,11,No,3,3,72.6,127,1,Warm
LEAD-101804,Google Ads,Summer2025,Asia,Analyst,Data Science,26,11,19,6,Yes,1,0,26.05,94,0,Cold
LEAD-101521,Referral,Summer2025,Australia,Intern,Leadership,18,6,6,6,Yes,2,1,64.5,283,0,Warm
LEAD-101358,LinkedIn,Webinar2025,Australia,Manager,Strategy; Marketing; Data Science,28,20,0,4,No,4,1,34.34,25,0,Cold
LEAD-101747,Referral,Spring2025,North America,VP,Leadership,29,17,8,2,Yes,4,1,50.89,26,0,Cold
LEAD-101318,LinkedIn,Spring2025,Asia,Manager,Leadership,15,9,27,0,No,0,0,47.94,137,0,Cold
LEAD-101642,Facebook,Spring2025,Europe,VP,Marketing,11,13,17,4,No,5,0,26.47,299,0,Warm
LEAD-101278,Google Ads,Spring2025,Europe,Director,Marketing,18,12,22,0,Yes,5,0,57.51,204,0,Warm
LEAD-101950,Facebook,Spring2025,Asia,Director,Machine Learning; Strategy; Marketing,7,13,22,0,No,2,0,47.34,53,0,Cold
LEAD-100862,Google Ads,Spring2025,North America,Intern,Strategy,5,13,14,2,Yes,5,1,30.23,253,0,Warm
LEAD-101091,LinkedIn,Summer2025,Europe,VP,Leadership; Strategy,10,9,5,7,No,5,1,30.14,41,0,Cold
LEAD-100175,Facebook,Webinar2025,Australia,Director,Marketing,17,9,16,4,No,3,3,74.42,234,1,Warm
LEAD-101437,Referral,Summer2025,Europe,Intern,Leadership; Data Science,8,11,29,9,Yes,2,0,43.42,76,0,Warm
LEAD-101286,Referral,Webinar2025,Australia,Intern,Strategy; Leadership,27,19,30,9,No,2,0,36.24,174,0,Cold
LEAD-101836,Organic,Webinar2025,North America,Analyst,Machine Learning,12,11,24,6,No,5,0,19.2,143,0,Warm
LEAD-101611,Organic,Spring2025,North America,Manager,Data Science; Leadership,19,19,10,0,Yes,0,1,18.41,248,0,Warm
LEAD-101831,LinkedIn,Webinar2025,Europe,Analyst,Leadership; Marketing; Data Science,32,11,27,5,No,1,0,36.47,207,0,Hot
LEAD-101301,Google Ads,Webinar2025,Australia,Analyst,Machine Learning; Leadership,30,15,16,7,Yes,2,0,30.42,66,0,Cold
LEAD-101985,Facebook,Spring2025,Europe,Intern,Machine Learning,23,8,27,4,No,0,1,66.43,48,0,Cold
LEAD-101418,Organic,Webinar2025,Asia,Director,Marketing; Data Science; Strategy,18,6,18,5,Yes,2,0,61.92,235,0,Hot
LEAD-101990,Organic,Spring2025,Europe,Intern,Data Science; Strategy; Marketing,19,10,0,3,Yes,0,0,32.41,174,0,Hot
LEAD-100586,Referral,Spring2025,Europe,Manager,Leadership,13,1,28,7,Yes,3,1,68.67,158,1,Hot
LEAD-100135,Referral,Spring2025,Europe,Intern,Leadership; Data Science; Marketing,21,4,10,9,Yes,4,2,72.31,159,1,Hot
LEAD-101793,Organic,Summer2025,North America,Analyst,Marketing,12,11,15,3,No,4,1,33.9,129,0,Cold
LEAD-100883,Organic,Spring2025,Europe,Intern,Machine Learning; Leadership; Marketing,20,20,1,6,No,0,1,61.49,129,0,Hot
LEAD-101917,Google Ads,Summer2025,Australia,VP,Strategy; Machine Learning,15,10,29,8,No,4,0,67.16,219,0,Warm
LEAD-100009,LinkedIn,Spring2025,Asia,Director,Strategy,19,4,14,10,Yes,0,3,96.96,283,1,Warm
LEAD-100257,Google Ads,Webinar2025,Europe,Manager,Strategy; Data Science,34,7,8,5,No,1,3,59.89,280,1,Warm
LEAD-100254,LinkedIn,Summer2025,Asia,Analyst,Marketing; Strategy,32,3,19,10,Yes,1,3,74.3,197,1,Hot
LEAD-100830,Facebook,Webinar2025,Europe,Director,Leadership; Strategy; Data Science,20,9,25,1,No,5,1,52.25,184,0,Cold
LEAD-101466,Facebook,Webinar2025,Australia,Director,Data Science,16,5,2,5,No,4,1,51.55,44,0,Warm
LEAD-101283,LinkedIn,Webinar2025,Australia,Analyst,Marketing; Leadership; Strategy,14,6,15,6,No,1,1,39.05,282,0,Warm
LEAD-100651,Organic,Summer2025,Europe,VP,Leadership; Data Science; Marketing,17,1,7,10,Yes,3,2,53.01,86,1,Hot
LEAD-100486,LinkedIn,Webinar2025,Asia,Analyst,Strategy; Marketing; Machine Learning,21,7,3,9,No,2,0,76.62,160,1,Hot
LEAD-100639,LinkedIn,Summer2025,North America,Intern,Machine Learning; Leadership; Marketing,35,7,4,4,Yes,0,2,86.12,236,1,Cold
LEAD-101039,Google Ads,Summer2025,Europe,VP,Leadership; Marketing; Strategy,16,10,3,5,No,0,1,14.26,197,0,Cold
LEAD-101247,Google Ads,Summer2025,Asia,Director,Marketing,11,7,18,6,No,0,0,24.36,21,0,Cold
LEAD-100678,Facebook,Webinar2025,Asia,Manager,Strategy; Machine Learning; Data Science,27,4,3,7,Yes,2,1,64.2,164,1,Hot
LEAD-101514,Referral,Summer2025,Europe,Intern,Marketing; Data Science; Machine Learning,6,6,19,6,Yes,5,1,48.46,275,0,Cold
LEAD-100735,Organic,Spring2025,North America,Manager,Strategy; Marketing,30,10,29,7,No,2,2,75.0,138,1,Warm
LEAD-100655,Facebook,Summer2025,Australia,Manager,Data Science; Leadership; Strategy,23,7,17,7,Yes,3,1,85.74,17,1,Warm
LEAD-101861,Facebook,Spring2025,Europe,Intern,Marketing,17,16,8,7,No,1,1,47.14,258,0,Cold
LEAD-100193,Referral,Summer2025,Europe,VP,Leadership; Marketing,39,5,14,7,No,1,1,85.19,298,1,Warm
LEAD-100262,Organic,Summer2025,Australia,Intern,Leadership; Data Science,37,9,5,6,No,4,3,79.76,84,1,Cold
LEAD-101774,LinkedIn,Webinar2025,Asia,VP,Data Science,29,19,1,1,Yes,0,0,28.0,297,0,Cold
LEAD-100726,Google Ads,Summer2025,Europe,Director,Leadership; Machine Learning,35,2,27,11,No,0,3,52.23,95,1,Hot
LEAD-101872,Organic,Spring2025,Australia,Intern,Strategy; Leadership,26,16,9,3,Yes,2,0,68.05,230,0,Cold
LEAD-100517,Referral,Spring2025,Europe,Manager,Machine Learning,41,9,0,6,No,1,0,92.03,106,1,Warm
LEAD-100183,Facebook,Webinar2025,Australia,Intern,Data Science; Leadership; Machine Learning,20,3,11,7,No,5,2,54.58,144,1,Cold
LEAD-101449,Google Ads,Spring2025,North America,Director,Strategy; Machine Learning,27,13,14,0,Yes,0,1,66.01,279,0,Cold
LEAD-100781,Organic,Spring2025,Europe,Analyst,Machine Learning; Leadership,17,3,24,11,Yes,4,3,63.34,297,1,Warm
LEAD-100674,LinkedIn,Summer2025,Europe,Analyst,Strategy; Data Science,13,5,23,6,Yes,2,0,50.86,167,1,Hot
LEAD-100546,Organic,Webinar2025,Australia,VP,Strategy,27,5,6,9,No,3,0,53.68,175,1,Hot
LEAD-100018,LinkedIn,Summer2025,Europe,VP,Data Science; Leadership; Strategy,33,6,28,10,No,0,1,100.06,297,1,Cold
LEAD-100143,Referral,Webinar2025,North America,Director,Data Science,25,2,16,6,No,2,2,61.33,240,1,Hot
LEAD-100154,Organic,Webinar2025,Europe,Director,Marketing,37,10,4,4,Yes,0,2,82.33,83,1,Cold
LEAD-100626,Referral,Webinar2025,Australia,Director,Strategy,37,10,17,10,No,3,2,60.51,227,1,Hot
LEAD-101742,Google Ads,Spring2025,Europe,Intern,Machine Learning,20,12,24,5,No,2,0,74.85,268,0,Cold
LEAD-100742,Organic,Webinar2025,Asia,Intern,Leadership,28,7,28,8,Yes,1,3,63.56,181,1,Cold
LEAD-101075,LinkedIn,Spring2025,Asia,Intern,Data Science; Leadership,11,18,17,6,No,3,1,41.79,300,0,Cold
LEAD-100433,Facebook,Spring2025,Europe,Intern,Marketing; Machine Learning,20,3,25,9,No,0,2,108.69,194,1,Cold
LEAD-100743,LinkedIn,Spring2025,North America,Intern,Data Science; Leadership; Marketing,29,4,9,11,No,3,0,64.58,56,1,Hot
LEAD-100191,Google Ads,Webinar2025,North America,Analyst,Machine Learning,34,1,22,12,No,3,2,99.78,42,1,Cold
LEAD-100902,Google Ads,Webinar2025,Asia,Analyst,Strategy; Machine Learning,13,15,2,6,Yes,4,1,18.61,190,0,Warm
LEAD-101596,Google Ads,Webinar2025,Europe,Director,Marketing; Data Science; Strategy,27,6,27,6,No,0,0,39.34,53,0,Cold
LEAD-100122,Facebook,Spring2025,Australia,Analyst,Data Science; Leadership,37,1,26,1,No,2,1,72.43,25,1,Hot
LEAD-101632,Organic,Summer2025,Europe,Analyst,Marketing,23,12,24,5,Yes,5,0,41.99,50,0,Hot
LEAD-100194,Facebook,Summer2025,Australia,VP,Leadership; Machine Learning,19,7,2,8,Yes,5,1,72.86,19,1,Cold
LEAD-100929,Google Ads,Spring2025,Asia,Intern,Machine Learning; Strategy,20,14,26,5,Yes,2,0,45.38,146,0,Cold
LEAD-100195,Organic,Spring2025,North America,VP,Strategy,36,10,16,12,No,3,1,90.26,32,1,Cold
LEAD-101599,LinkedIn,Summer2025,North America,Intern,Strategy,20,5,3,0,Yes,3,0,45.48,237,0,Cold
LEAD-100690,LinkedIn,Spring2025,Australia,Manager,Marketing; Machine Learning; Strategy,36,4,24,12,No,0,2,104.18,252,1,Warm
LEAD-100510,Google Ads,Spring2025,Europe,Intern,Strategy,37,1,30,9,No,0,3,56.39,18,1,Warm
LEAD-101334,Google Ads,Webinar2025,Asia,Intern,Machine Learning,19,16,18,6,Yes,1,1,30.05,100,0,Warm
LEAD-101158,Facebook,Summer2025,Australia,Analyst,Strategy; Data Science,19,9,16,1,Yes,0,0,50.88,296,0,Cold
LEAD-101325,Facebook,Spring2025,Asia,Analyst,Data Science; Marketing,23,14,20,6,Yes,3,1,45.74,80,0,Cold
LEAD-100948,Facebook,Spring2025,Australia,VP,Machine Learning; Data Science; Leadership,27,18,4,3,No,1,0,62.38,143,0,Cold
LEAD-100464,LinkedIn,Summer2025,Australia,Intern,Machine Learning; Leadership; Strategy,22,5,11,6,No,4,1,71.73,55,1,Warm
LEAD-101494,Google Ads,Webinar2025,Asia,VP,Data Science; Strategy,27,10,8,7,No,0,0,42.9,15,0,Cold
LEAD-100059,Facebook,Webinar2025,Europe,Director,Leadership; Machine Learning; Strategy,30,9,8,11,No,5,0,91.24,167,1,Hot
LEAD-101732,Google Ads,Summer2025,North America,Analyst,Machine Learning; Marketing; Leadership,21,9,8,7,No,5,1,66.0,254,0,Cold
LEAD-100992,Facebook,Spring2025,Europe,Manager,Marketing,11,20,8,-2,No,1,1,45.6,6,0,Cold
LEAD-101323,Facebook,Summer2025,Australia,Director,Marketing,19,18,21,0,No,2,0,57.57,115,0,Warm
LEAD-101493,Facebook,Spring2025,North America,Manager,Marketing; Machine Learning,8,8,3,6,No,0,1,64.03,195,0,Warm
LEAD-101681,Referral,Summer2025,North America,Director,Machine Learning,29,15,0,8,Yes,1,1,36.97,145,0,Cold
LEAD-101501,LinkedIn,Summer2025,Australia,Intern,Leadership,27,17,3,0,No,0,1,50.9,45,0,Warm
LEAD-100667,Referral,Webinar2025,Asia,Manager,Strategy; Marketing; Leadership,26,0,13,6,No,5,1,79.92,143,1,Hot
LEAD-100302,Organic,Spring2025,North America,Analyst,Leadership; Strategy; Machine Learning,22,0,2,7,No,3,0,72.53,235,1,Hot
LEAD-100328,LinkedIn,Summer2025,Europe,Analyst,Strategy,10,5,21,6,No,0,3,64.3,28,1,Cold
LEAD-100617,LinkedIn,Webinar2025,Australia,VP,Marketing; Machine Learning; Strategy,16,8,14,1,Yes,3,0,86.37,273,1,Warm
LEAD-100319,Facebook,Webinar2025,Australia,Intern,Leadership; Machine Learning,39,4,23,8,No,2,3,74.58,172,1,Cold
LEAD-100109,Google Ads,Spring2025,Europe,Manager,Leadership; Data Science; Marketing,17,3,4,4,Yes,0,2,80.37,156,1,Warm
LEAD-101146,Facebook,Webinar2025,North America,VP,Leadership,28,13,23,1,No,2,1,58.74,223,0,Cold
LEAD-101022,Referral,Webinar2025,North America,Intern,Marketing; Machine Learning; Leadership,10,8,2,5,No,2,0,35.62,128,0,Warm
LEAD-101231,Organic,Spring2025,North America,Director,Strategy; Marketing; Leadership,28,17,14,1,No,3,1,61.25,136,0,Cold
LEAD-101570,Facebook,Summer2025,Europe,Analyst,Strategy; Marketing; Machine Learning,16,17,23,0,Yes,5,1,24.88,42,0,Cold
LEAD-100325,Referral,Webinar2025,Asia,VP,Leadership; Strategy,33,4,24,11,No,1,3,69.23,296,1,Cold
LEAD-100023,Google Ads,Spring2025,Australia,Analyst,Marketing; Leadership,23,10,2,6,Yes,1,0,91.0,240,1,Cold
LEAD-100366,Organic,Spring2025,Europe,VP,Marketing; Data Science; Strategy,20,0,12,2,No,3,3,94.73,140,1,Cold
LEAD-101768,Referral,Summer2025,Asia,Analyst,Machine Learning; Data Science,24,5,8,6,Yes,2,0,44.71,62,0,Cold
LEAD-101940,Referral,Summer2025,North America,Analyst,Leadership; Marketing; Strategy,11,10,4,4,Yes,1,1,31.01,171,0,Cold
LEAD-101383,LinkedIn,Summer2025,Asia,VP,Data Science; Marketing; Machine Learning,25,18,1,6,No,3,0,14.99,185,0,Cold
LEAD-100443,Facebook,Summer2025,North America,Analyst,Marketing; Strategy,39,9,22,6,No,2,0,74.04,265,1,Cold
LEAD-100694,Facebook,Summer2025,North America,VP,Data Science; Strategy; Marketing,38,7,18,6,Yes,2,1,75.87,198,1,Cold
LEAD-101008,LinkedIn,Summer2025,North America,Director,Marketing; Machine Learning,27,12,19,0,No,3,0,31.23,29,0,Cold
LEAD-100866,LinkedIn,Spring2025,Australia,Director,Data Science; Strategy; Leadership,11,12,5,0,Yes,5,1,50.18,67,0,Cold
LEAD-101726,Organic,Summer2025,Australia,Analyst,Data Science; Leadership,24,8,19,5,No,4,1,26.75,110,0,Cold
LEAD-101220,Referral,Webinar2025,Europe,Director,Strategy,17,13,17,3,No,5,1,32.03,242,0,Cold
LEAD-100232,Google Ads,Summer2025,Europe,Intern,Strategy; Leadership,38,3,1,4,Yes,1,1,74.35,85,1,Hot
LEAD-101937,Referral,Webinar2025,North America,Manager,Marketing; Leadership; Machine Learning,11,19,7,0,No,1,1,45.02,37,0,Cold
LEAD-100246,Organic,Webinar2025,Europe,VP,Data Science,34,5,23,14,No,2,3,85.56,39,1,Hot
LEAD-101609,LinkedIn,Summer2025,Australia,Director,Machine Learning; Leadership; Marketing,13,6,24,5,Yes,3,1,62.58,63,0,Cold
LEAD-100204,Organic,Webinar2025,Asia,Director,Machine Learning; Leadership; Data Science,13,1,15,5,Yes,3,0,48.38,251,1,Hot
LEAD-100360,Facebook,Summer2025,Asia,Analyst,Leadership; Machine Learning; Strategy,30,10,27,8,No,1,1,58.11,196,1,Hot
LEAD-101119,Referral,Webinar2025,Australia,Director,Marketing; Leadership,11,17,12,1,Yes,2,0,40.06,288,0,Cold
LEAD-101015,LinkedIn,Webinar2025,Europe,Director,Data Science,29,17,9,6,Yes,0,1,77.16,220,0,Cold
LEAD-100884,Organic,Webinar2025,Australia,Manager,Machine Learning; Strategy,17,19,13,2,No,2,1,68.88,94,0,Warm
LEAD-100582,Referral,Webinar2025,North America,Manager,Data Science; Leadership; Marketing,18,6,23,5,Yes,5,2,96.34,247,1,Warm
LEAD-101215,LinkedIn,Summer2025,North America,Manager,Marketing; Data Science; Machine Learning,10,9,28,7,No,3,0,58.02,162,0,Cold
LEAD-100564,Google Ads,Webinar2025,Australia,Analyst,Machine Learning; Strategy; Leadership,35,8,18,4,Yes,3,1,52.86,151,1,Cold
LEAD-100968,Referral,Webinar2025,Asia,VP,Data Science,4,14,10,0,Yes,0,0,55.82,143,0,Cold
LEAD-100659,Organic,Summer2025,Australia,Director,Data Science; Marketing,18,2,0,10,No,5,1,95.61,30,1,Cold
LEAD-100556,Facebook,Webinar2025,Asia,Manager,Data Science; Leadership; Strategy,23,8,30,7,Yes,2,3,64.79,124,1,Hot
LEAD-100030,LinkedIn,Spring2025,North America,Director,Machine Learning,30,6,8,6,Yes,1,0,67.68,149,1,Hot
LEAD-101411,Google Ads,Summer2025,North America,Manager,Marketing; Data Science; Machine Learning,13,18,8,6,Yes,0,1,44.82,148,0,Cold
LEAD-101343,LinkedIn,Summer2025,Asia,Intern,Leadership,30,8,30,0,No,2,0,71.85,23,0,Warm
LEAD-101232,Organic,Webinar2025,North America,Manager,Strategy,14,14,16,5,No,0,0,55.56,107,0,Hot
LEAD-101700,Organic,Webinar2025,Australia,Analyst,Marketing; Strategy; Leadership,16,10,19,2,No,0,1,46.11,196,0,Warm
LEAD-100805,Organic,Webinar2025,Europe,Manager,Leadership,9,17,18,6,Yes,3,1,70.18,85,0,Cold
LEAD-101961,Referral,Summer2025,Australia,Intern,Strategy; Leadership; Machine Learning,2,13,2,7,Yes,1,0,58.71,84,0,Warm
LEAD-100670,Facebook,Summer2025,Asia,Intern,Machine Learning,38,8,7,5,Yes,3,1,50.5,5,1,Cold
LEAD-100629,Organic,Webinar2025,Asia,Analyst,Leadership; Marketing; Data Science,19,6,19,5,Yes,2,0,85.65,184,1,Warm
LEAD-100474,Facebook,Webinar2025,Australia,Analyst,Strategy; Leadership; Data Science,37,5,7,8,No,4,2,53.22,184,1,Hot
LEAD-101733,Facebook,Summer2025,Australia,Director,Data Science,8,17,25,3,Yes,3,1,17.93,93,0,Warm
LEAD-101405,Google Ads,Spring2025,North America,Intern,Leadership; Marketing; Machine Learning,22,18,30,4,Yes,3,0,66.16,275,0,Hot
LEAD-100691,Google Ads,Spring2025,Asia,Director,Leadership; Strategy,41,4,5,2,No,3,1,59.9,206,1,Hot
LEAD-101036,Google Ads,Spring2025,Asia,Manager,Marketing; Data Science; Machine Learning,25,8,0,4,Yes,1,1,69.22,216,0,Hot
LEAD-100937,Referral,Spring2025,Europe,Intern,Leadership; Machine Learning,23,10,25,0,No,0,0,39.52,188,0,Cold
LEAD-101869,Referral,Spring2025,North America,Analyst,Marketing; Leadership,18,8,28,7,No,2,0,53.96,162,0,Cold
LEAD-101258,Facebook,Summer2025,Europe,Director,Strategy; Marketing,25,5,17,5,No,0,1,29.47,4,0,Warm
